Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic)
475,105263,38436,123.579,1.4208,1.4160334736842106,4750000
476,29940,38414,123.913,1.3087,1.4158079831932773,4760000
477,42735,38422,124.147,1.3129,1.4155922431865828,4770000
478,106382,38473,124.241,0.5361,1.4137523012552302,4780000
479,18761,38389,124.774,0.8261,1.4125254697286012,4790000
480,43859,38399,125.002,0.9652,1.4115935416666667,4800000
481,33898,38388,125.298,1.0609,1.410864449064449,4810000
482,28985,38362,125.643,1.0036,1.4100195020746888,4820000
483,24509,38317,126.051,0.9271,1.40901966873706,4830000
484,94339,38364,126.157,1.3596,1.408917561983471,4840000
485,28735,38338,126.505,1.0555,1.4081888659793815,4850000
486,29850,38315,126.84,1.2057,1.4077722222222222,4860000
487,34129,38306,127.133,3.3653,1.4117917864476386,4870000
488,86956,38350,127.248,0.7321,1.410398975409836,4880000
489,46511,38364,127.463,1.1276,1.409820654396728,4890000
490,26525,38329,127.84,1.1748,1.4093410204081633,4900000
491,46948,38343,128.053,0.3585,1.4072008146639512,4910000
492,46296,38356,128.269,1.5761,1.407544105691057,4920000
493,30674,38337,128.595,1.5629,1.407859229208925,4930000
494,49261,38354,128.798,0.9838,1.4070008097165991,4940000
495,47846,38370,129.007,1.1138,1.4064084848484848,4950000
496,29154,38345,129.35,1.9721,1.4075489919354838,4960000
497,92592,38390,129.458,3.4195,1.4115971830985916,4970000
498,35087,38383,129.743,1.4133,1.4116006024096386,4980000
499,26809,38350,130.116,0.9617,1.410698997995992,4990000
500,64102,38381,130.272,0.4028,1.4086832,5000000
501,104166,38429,130.368,0.6122,1.4070934131736528,5010000
502,34965,38422,130.654,0.8341,1.4059519920318726,5020000
503,232558,38485,130.697,0.8296,1.404806163021869,5030000
504,46511,38499,130.912,0.7766,1.4035597222222223,5040000
505,19379,38424,131.428,1.842,1.4044279207920791,5050000
506,43103,38432,131.66,2.6852,1.406959090909091,5060000
507,77519,38470,131.789,0.9706,1.4060984220907298,5070000
508,46948,38483,132.003,0.9877,1.4052748031496063,5080000
509,45454,38495,132.223,0.7578,1.4040027504911592,5090000
510,30864,38476,132.547,1.2533,1.4037072549019607,5100000
511,29940,38455,132.881,1.6057,1.404102544031311,5110000
512,46296,38468,133.097,1.0999,1.4035083984375,5120000
513,58139,38493,133.269,2.0331,1.4047356725146198,5130000
514,50761,38511,133.466,2.0425,1.405976459143969,5140000
515,45248,38522,133.687,1.1655,1.4055095145631067,5150000
516,43668,38531,133.916,0.9146,1.4045581395348836,5160000
517,102040,38578,134.014,1.6115,1.404958413926499,5170000
518,63291,38607,134.172,1.2623,1.4046830115830116,5180000
519,27932,38578,134.53,1.6016,1.4050624277456647,5190000
520,151515,38634,134.596,1.482,1.4052103846153847,5200000
521,42735,38641,134.83,2.1889,1.4067145873320537,5210000
522,68965,38673,134.975,1.7451,1.4073628352490422,5220000
523,23255,38624,135.405,0.9151,1.4064216061185468,5230000
524,42735,38631,135.639,1.3234,1.4062631679389312,5240000
525,35087,38624,135.924,1.7218,1.4068641904761905,5250000
526,45662,38635,136.143,0.8777,1.405858174904943,5260000
527,24509,38593,136.551,0.7923,1.404693927893738,5270000
528,55248,38615,136.732,1.4479,1.4047757575757576,5280000
529,35087,38608,137.017,1.7016,1.4053368620037807,5290000
530,23696,38562,137.439,1.1124,1.4047841509433963,5300000
531,40322,38565,137.687,0.8149,1.4036732580037665,5310000
532,52631,38585,137.877,1.1009,1.4031041353383458,5320000
533,48309,38599,138.084,0.8726,1.402108818011257,5330000
534,35587,38593,138.365,1.6009,1.402481086142322,5340000
535,47846,38607,138.574,1.1554,1.4020192523364485,5350000
536,47619,38621,138.784,0.5544,1.4004378731343283,5360000
537,83333,38659,138.904,0.4987,1.3987586592178771,5370000
538,22522,38608,139.348,2.1308,1.4001193308550186,5380000
539,32258,38594,139.658,1.2869,1.3999092764378478,5390000
540,49019,38609,139.862,1.8946,1.4008253703703704,5400000
541,169491,38664,139.921,1.2882,1.4006171903881701,5410000
542,46948,38677,140.134,1.076,1.4000182656826567,5420000
543,69930,38709,140.277,2.1241,1.4013517495395948,5430000
544,40160,38711,140.526,1.5254,1.4015797794117648,5440000
545,24630,38671,140.932,1.0957,1.4010185321100916,5450000
546,19305,38600,141.45,0.9718,1.4002324175824177,5460000
547,52910,38619,141.639,1.4131,1.4002559414990858,5470000
548,89285,38659,141.751,0.8013,1.3991629562043795,5480000
549,46296,38670,141.967,0.6655,1.3978265938069216,5490000
550,31847,38655,142.281,0.7976,1.3967352727272728,5500000
551,61349,38681,142.444,2.1978,1.398189110707804,5510000
552,53763,38701,142.631,0.6595,1.3968509057971015,5520000
553,29940,38680,142.965,2.1359,1.398187341772152,5530000
554,94339,38722,143.071,1.1254,1.3976949458483754,5540000
555,45045,38731,143.293,1.4293,1.3977518918918919,5550000
556,48076,38745,143.501,0.9583,1.3969615107913669,5560000
557,86956,38783,143.616,0.581,1.3954965888689408,5570000
558,29585,38762,143.955,0.8198,1.3944648745519714,5580000
559,54945,38782,144.137,0.506,1.3928754919499104,5590000
560,66666,38811,144.288,0.606,1.391470357142857,5600000
561,65359,38839,144.441,1.37,1.3914320855614972,5610000
562,23529,38794,144.866,1.7521,1.3920738434163702,5620000
563,84745,38831,144.985,1.5727,1.3923946714031972,5630000
564,50761,38847,145.182,1.3003,1.3922313829787234,5640000
565,71428,38879,145.322,2.4314,1.3940706194690264,5650000
566,99009,38920,145.424,0.5712,1.3926167844522968,5660000
567,43668,38928,145.653,2.1106,1.3938830687830688,5670000
568,123456,38975,145.734,0.7439,1.3927387323943663,5680000
569,49019,38988,145.939,1.9996,1.3938052724077328,5690000
570,32258,38974,146.249,2.3242,1.3954375438596491,5700000
571,56179,38995,146.427,0.6815,1.3941872154115587,5710000
572,68027,39024,146.574,1.3167,1.3940517482517483,5720000
573,43859,39032,146.802,0.9851,1.3933380453752182,5730000
574,100000,39073,146.902,2.562,1.3953740418118468,5740000
575,22831,39025,147.34,1.1096,1.394877043478261,5750000
576,44642,39033,147.564,1.1289,1.3944152777777779,5760000
577,33898,39023,147.859,0.7352,1.3932727902946274,5770000
578,30581,39005,148.186,0.9742,1.392547750865052,5780000
579,32467,38991,148.495,1.0054,1.3918791018998273,5790000
580,43859,38998,148.723,1.426,1.3919379310344828,5800000
581,52631,39016,148.913,0.8378,1.390984165232358,5810000
582,66666,39043,149.064,1.6176,1.3913735395189004,5820000
583,40485,39046,149.311,2.1534,1.3926806174957118,5830000
584,106382,39088,149.405,0.8294,1.391716095890411,5840000
585,27247,39059,149.772,0.9417,1.3909468376068377,5850000
586,77519,39092,149.901,2.217,1.3923564846416383,5860000
587,44052,39099,150.128,1.1841,1.3920017035775127,5870000
588,98039,39139,150.231,4.6758,1.397586394557823,5880000
589,24038,39098,150.647,1.4146,1.3976152801358235,5890000
590,23148,39052,151.079,1.5403,1.3978571186440678,5900000
591,69930,39081,151.222,1.8898,1.3986895093062606,5910000
592,28571,39057,151.572,1.8727,1.3994902027027027,5920000
593,31948,39042,151.885,1.0456,1.398893423271501,5930000
594,35842,39036,152.164,1.6426,1.3993037037037037,5940000
595,86206,39072,152.28,1.6207,1.3996757983193278,5950000
596,22222,39023,152.73,1.1368,1.3992347315436242,5960000
597,45662,39032,152.949,1.892,1.40006013400335,5970000
598,103092,39073,153.046,0.8407,1.3991247491638796,5980000
599,40000,39074,153.296,1.5824,1.3994307178631051,5990000
600,57471,39095,153.47,1.1575,1.3990275,6000000
601,36101,39089,153.748,1.8193,1.399726788685524,6010000
602,68493,39117,153.894,2.2696,1.4011717607973422,6020000
603,47393,39129,154.105,2.3967,1.40282271973466,6030000
604,45045,39137,154.327,0.869,1.401938907284768,6040000
605,49019,39150,154.531,2.5496,1.4038358677685951,6050000
606,32154,39136,154.842,0.6986,1.4026721122112211,6060000
607,38910,39136,155.099,1.1756,1.4022980230642503,6070000
608,55555,39155,155.279,1.0772,1.4017633223684212,6080000
609,42016,39159,155.517,1.2531,1.40151921182266,6090000
610,43668,39166,155.746,2.1606,1.402763606557377,6100000
611,51020,39181,155.942,1.455,1.4028490998363339,6110000
612,35211,39174,156.226,1.5037,1.4030138888888888,6120000
613,66225,39200,156.377,0.8884,1.4021743882544861,6130000
614,32258,39186,156.687,1.5638,1.4024376221498371,6140000
615,28818,39163,157.034,1.3919,1.402420487804878,6150000
616,23696,39121,157.457,0.9883,1.4017482142857143,6160000
617,113636,39163,157.546,1.0594,1.401193354943274,6170000
618,37593,39160,157.812,0.7535,1.4001453074433656,6180000
619,48076,39172,158.02,0.9879,1.3994793214862682,6190000
620,24330,39133,158.431,1.6076,1.399815,6200000
621,50761,39148,158.628,1.4734,1.3999334943639292,6210000
622,84745,39182,158.746,0.946,1.3992036977491962,6220000
623,35714,39175,159.026,1.0292,1.3986097913322633,6230000
624,37453,39173,159.293,1.1706,1.398244391025641,6240000
625,52910,39189,159.482,1.1052,1.39777552,6250000
626,38022,39187,159.745,0.9371,1.3970396166134185,6260000
627,57803,39207,159.918,1.1038,1.3965719298245614,6270000
628,114942,39248,160.005,1.7993,1.3972132165605096,6280000
629,40485,39250,160.252,1.477,1.3973400635930047,6290000
630,45871,39259,160.47,0.6369,1.3961330158730159,6300000
631,46082,39268,160.687,0.4449,1.3946255150554676,6310000
632,30769,39251,161.012,0.6124,1.393387816455696,6320000
633,51813,39266,161.205,2.4093,1.3949927330173775,6330000
634,68965,39293,161.35,3.2734,1.3979555205047318,6340000
635,43478,39299,161.58,2.9005,1.4003217322834645,6350000
636,55248,39317,161.761,1.4429,1.400388679245283,6360000
637,32051,39303,162.073,1.313,1.400251491365777,6370000
638,55555,39321,162.253,0.7868,1.3992899686520377,6380000
639,25706,39288,162.642,1.6515,1.3996846635367761,6390000
640,94339,39324,162.748,1.2711,1.39948375,6400000
641,45871,39333,162.966,1.5359,1.3996965678627145,6410000
642,37174,39329,163.235,3.1815,1.4024719626168225,6420000
643,36231,39324,163.512,1.9021,1.4032489891135302,6430000
644,40322,39325,163.761,0.8557,1.4023987577639752,6440000
645,106382,39364,163.855,1.4972,1.4025457364341085,6450000
646,68965,39390,164.0,4.3685,1.4071369969040248,6460000
647,31847,39375,164.314,1.8182,1.4077723338485317,6470000
648,51020,39389,164.51,0.5158,1.4063958333333333,6480000
649,53763,39405,164.696,1.1468,1.4059958397534669,6490000
650,39062,39405,164.952,1.5379,1.4061987692307691,6500000
651,30959,39388,165.275,1.11,1.4057437788018434,6510000
652,91743,39423,165.384,0.8137,1.404835736196319,6520000
653,31545,39408,165.701,1.9006,1.4055949464012252,6530000
654,62893,39430,165.861,1.2277,1.4053229357798165,6540000
655,70422,39457,166.003,1.8175,1.405952213740458,6550000
656,53475,39472,166.19,5.0077,1.4114426829268292,6560000
657,45871,39481,166.408,0.7919,1.410499695585997,6570000
658,56497,39499,166.585,0.9183,1.4097516717325227,6580000
659,43478,39504,166.815,0.5991,1.4085215477996964,6590000
660,25380,39471,167.209,1.3455,1.4084260606060606,6600000
661,54644,39488,167.392,0.7789,1.4074736762481088,6610000
662,126582,39529,167.471,0.929,1.4067509063444108,6620000
663,67567,39553,167.619,2.8167,1.4088775263951734,6630000
664,31250,39538,167.939,0.9003,1.4081115963855422,6640000
665,35842,39532,168.218,1.1794,1.4077676691729324,6650000
666,55555,39549,168.398,2.182,1.4089301801801801,6660000
667,48780,39560,168.603,2.9559,1.4112494752623688,6670000
668,50251,39572,168.802,2.2522,1.412508383233533,6680000
669,172413,39618,168.86,1.4379,1.4125463378176382,6690000
670,43290,39623,169.091,0.7446,1.4115494029850746,6700000
671,44642,39630,169.315,1.3302,1.4114281669150521,6710000
672,61349,39651,169.478,1.0034,1.4108209821428572,6720000
673,92592,39684,169.586,1.401,1.4108063893016345,6730000
674,44642,39691,169.81,1.2656,1.410590949554896,6740000
675,45248,39698,170.031,0.9852,1.4099607407407408,6750000
676,90909,39731,170.141,1.146,1.4095702662721894,6760000
677,63291,39753,170.299,4.9048,1.4147330871491877,6770000
678,44444,39759,170.524,1.0331,1.4141702064896755,6780000
679,43859,39765,170.752,1.0958,1.413701325478645,6790000
680,32467,39752,171.06,1.9607,1.4145057352941177,6800000
681,81300,39781,171.183,0.9481,1.4138208516886932,6810000
682,33003,39770,171.486,0.4955,1.412474340175953,6820000
683,56497,39787,171.663,1.1363,1.4120699853587115,6830000
684,42735,39791,171.897,3.0178,1.4144175438596491,6840000
685,33333,39780,172.197,1.0468,1.4138808759124089,6850000
686,38910,39778,172.454,1.8153,1.4144660349854228,6860000
687,85470,39809,172.571,1.4855,1.4145694323144105,6870000
688,39840,39809,172.822,1.5122,1.4147113372093023,6880000
689,62111,39830,172.983,0.8392,1.4138760522496372,6890000
690,57142,39847,173.159,2.2563,1.415096956521739,6900000
691,77519,39875,173.288,2.0299,1.4159866859623733,6910000
692,37313,39871,173.556,1.153,1.415606647398844,6920000
693,25839,39840,173.943,1.8578,1.416244733044733,6930000
694,33222,39829,174.244,2.2516,1.4174484149855908,6940000
695,47393,39838,174.455,2.7322,1.419340143884892,6950000
696,87719,39869,174.569,2.1097,1.4203320402298851,6960000
697,39370,39868,174.824,1.1804,1.4199878048780488,6970000
698,54644,39884,175.007,2.3569,1.4213300859598854,6980000
699,69444,39908,175.151,0.8407,1.4204994277539342,6990000
700,35714,39901,175.431,0.9245,1.4197908571428572,7000000
701,32051,39887,175.743,1.2021,1.4194803138373753,7010000
702,40160,39888,175.992,1.931,1.4202089743589743,7020000
703,54945,39903,176.174,1.1043,1.41975960170697,7030000
704,69930,39928,176.317,1.9771,1.420551278409091,7040000
705,40322,39928,176.565,1.9233,1.4212643971631205,7050000
706,45454,39935,176.785,0.6984,1.4202405099150142,7060000
707,97087,39968,176.888,1.3587,1.4201534653465346,7070000
708,63291,39989,177.046,1.3054,1.419991384180791,7080000
709,80000,40017,177.171,0.9518,1.419331029619182,7090000
710,114942,40054,177.258,1.3422,1.4192223943661972,7100000
711,59523,40073,177.426,0.5237,1.4179628691983122,7110000
712,68027,40096,177.573,0.8018,1.4170974719101124,7120000
713,36363,40090,177.849,0.7562,1.4161705469845722,7130000
714,68965,40113,177.994,4.857,1.4209896358543417,7140000
715,38167,40110,178.256,0.5605,1.4197861538461538,7150000
716,34364,40101,178.547,0.913,1.4190783519553072,7160000
717,72463,40126,178.685,1.3687,1.419008089260809,7170000
718,46728,40134,178.899,0.9592,1.4183676880222842,7180000
719,23752,40095,179.32,1.4945,1.4184735744089012,7190000
720,54945,40110,179.502,2.5473,1.420041388888889,7200000
721,117647,40147,179.587,3.7381,1.4232564493758668,7210000
722,62500,40167,179.747,2.9362,1.4253519390581717,7220000
723,57142,40184,179.922,1.1715,1.4250008298755186,7230000
724,27027,40156,180.293,0.818,1.4241624309392265,7240000
725,55865,40172,180.472,1.6317,1.4244486896551725,7250000
726,41322,40173,180.714,0.9518,1.4237976584022038,7260000
727,89285,40204,180.826,0.762,1.4228873452544704,7270000
728,28089,40180,181.182,1.8955,1.4235365384615384,7280000
729,62111,40199,181.344,1.8787,1.4241609053497943,7290000
730,29325,40179,181.685,1.5511,1.424334794520548,7300000
731,74626,40204,181.819,3.7784,1.4275551299589604,7310000
732,47846,40213,182.028,1.3738,1.427481693989071,7320000
733,97087,40245,182.131,1.6057,1.4277248294679399,7330000
734,24875,40211,182.533,2.4612,1.429132833787466,7340000
735,34965,40203,182.819,1.2634,1.4289073469387754,7350000
736,47393,40211,183.03,1.1294,1.4285004076086956,7360000
737,88495,40241,183.143,1.2455,1.4282521031207598,7370000
738,35842,40235,183.422,1.4266,1.428249864498645,7380000
739,56818,40250,183.598,1.29,1.4280627875507443,7390000
740,33112,40239,183.9,1.8257,1.4286001351351352,7400000
741,65789,40260,184.052,1.7787,1.4290726045883941,7410000
742,33783,40249,184.348,1.5747,1.4292688679245282,7420000
743,43859,40254,184.576,1.592,1.4294878869448182,7430000
744,31948,40240,184.889,1.8079,1.4299965053763442,7440000
745,96153,40271,184.993,3.5148,1.432794899328859,7450000
746,30674,40254,185.319,1.5564,1.4329605898123325,7460000
747,35460,40247,185.602,0.824,1.4321453815261045,7470000
748,52631,40260,185.792,0.6928,1.4311569518716578,7480000
749,50505,40270,185.991,1.374,1.4310806408544727,7490000
750,42372,40273,186.227,0.8375,1.4302892,7500000
751,49751,40283,186.428,0.517,1.4290731025299601,7510000
752,222222,40327,186.473,1.1663,1.428723670212766,7520000
753,22675,40285,186.914,0.8686,1.4279798140770252,7530000
754,32154,40272,187.225,0.9217,1.4273083554376658,7540000
755,93457,40302,187.332,2.0441,1.428125298013245,7550000
756,46511,40309,187.547,1.119,1.4277164021164022,7560000
757,30674,40293,187.873,1.1445,1.4273422721268163,7570000
758,55865,40307,188.052,0.4351,1.4260332453825857,7580000
759,98039,40339,188.154,0.529,1.4248513833992096,7590000
760,43668,40343,188.383,0.6206,1.423793157894737,7600000
761,31152,40327,188.704,0.7699,1.422933902759527,7610000
762,54054,40341,188.889,0.993,1.4223696850393701,7620000
763,29154,40320,189.233,0.8646,1.4216386631716906,7630000
764,23923,40284,189.651,1.4275,1.421646335078534,7640000
765,33003,40272,189.954,1.6146,1.4218985620915032,7650000
766,39370,40271,190.208,1.5615,1.422080809399478,7660000
767,25252,40240,190.604,1.0834,1.4216392438070404,7670000
768,33112,40229,190.906,1.6166,1.4218930989583334,7680000
769,43290,40232,191.137,1.262,1.4216851755526658,7690000
770,103092,40264,191.234,0.8811,1.4209831168831168,7700000
771,46728,40272,191.448,0.6364,1.4199654993514916,7710000
772,45871,40278,191.666,1.1162,1.4195720207253886,7720000
773,22026,40235,192.12,1.4965,1.4196715394566624,7730000
774,56179,40250,192.298,0.576,1.4185815245478035,7740000
775,40160,40249,192.547,1.3303,1.4184676129032259,7750000
776,41666,40251,192.787,1.726,1.4188639175257731,7760000
777,31152,40236,193.108,0.8205,1.4180938223938224,7770000
778,113636,40269,193.196,1.9441,1.4187699228791775,7780000
779,34843,40261,193.483,1.6225,1.4190314505776638,7790000
780,24096,40227,193.898,0.8884,1.418351153846154,7800000
781,34246,40217,194.192,1.4458,1.4183862996158771,7810000
782,80645,40243,194.316,1.0777,1.4179506393861891,7820000
783,74074,40267,194.452,0.4998,1.4167780332056195,7830000
784,54347,40280,194.636,1.7253,1.417171556122449,7840000
785,16949,40209,195.226,1.3473,1.4170825477707005,7850000
786,45248,40215,195.447,0.51,1.4159284987277354,7860000
787,19493,40161,195.96,1.0983,1.4155249047013978,7870000
788,46728,40168,196.174,1.8903,1.4161274111675126,7880000
789,47846,40176,196.383,1.4207,1.4161332065906211,7890000
790,61349,40194,196.546,0.5755,1.4150691139240505,7900000
791,59171,40210,196.715,0.8813,1.4143943109987358,7910000
792,32051,40197,197.027,1.8353,1.4149257575757577,7920000
793,31347,40183,197.346,1.0599,1.4144780580075662,7930000
794,47393,40190,197.557,0.5231,1.4133554156171284,7940000
795,56497,40205,197.734,0.8117,1.4125986163522013,7950000
796,35087,40198,198.019,1.3317,1.4124969849246232,7960000
797,71428,40220,198.159,1.2762,1.4123259723964867,7970000
798,23474,40184,198.585,1.1259,1.4119670426065163,7980000
799,30487,40168,198.913,0.8584,1.4112742177722153,7990000
800,24875,40137,199.315,1.18,1.410985125,8000000
801,53475,40149,199.502,1.8625,1.4115488139825219,8010000
802,38314,40147,199.763,3.048,1.41358927680798,8020000
803,103092,40178,199.86,1.079,1.413172602739726,8030000
804,84033,40204,199.979,3.4924,1.4157587064676618,8040000
805,46511,40210,200.194,1.7256,1.416143602484472,8050000
806,90909,40238,200.304,0.6329,1.415171836228288,8060000
